"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
1439,"00777","STANDARD","JARD DE CEIBA NORTE","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Jard De Ceiba Norte, PR","NA-US-PR-JARD DE CEIBA NORTE","false",,,,
1440,"00777","STANDARD","JARD DEL VALENCIANO","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Jard Del Valenciano, PR","NA-US-PR-JARD DEL VALENCIANO","false",,,,
1441,"00777","STANDARD","MANS DE JUNCOS","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Mans De Juncos, PR","NA-US-PR-MANS DE JUNCOS","false",,,,
1442,"00777","STANDARD","PASEO DE LA CEIBA","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Paseo De La Ceiba, PR","NA-US-PR-PASEO DE LA CEIBA","false",,,,
1443,"00777","STANDARD","PASEO PALMA REAL","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Paseo Palma Real, PR","NA-US-PR-PASEO PALMA REAL","false",,,,
1444,"00777","STANDARD","PORTALES DE JUNCOS","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Portales De Juncos, PR","NA-US-PR-PORTALES DE JUNCOS","false",,,,
1445,"00777","STANDARD","REPTO VALENCIANO","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Repto Valenciano, PR","NA-US-PR-REPTO VALENCIANO","false",,,,
1446,"00777","STANDARD","SECT CANALES","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Sect Canales, PR","NA-US-PR-SECT CANALES","false",,,,
1447,"00777","STANDARD","URB CERRO CEIBA","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Urb Cerro Ceiba, PR","NA-US-PR-URB CERRO CEIBA","false",,,,
1448,"00777","STANDARD","URB DIAMARIS","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Urb Diamaris, PR","NA-US-PR-URB DIAMARIS","false",,,,
1449,"00777","STANDARD","URB EL ENCANTO","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Urb El Encanto, PR","NA-US-PR-URB EL ENCANTO","false",,,,
1450,"00777","STANDARD","URB LA CEIBA","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Urb La Ceiba, PR","NA-US-PR-URB LA CEIBA","false",,,,
1451,"00777","STANDARD","URB LIRIOS","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Urb Lirios, PR","NA-US-PR-URB LIRIOS","false",,,,
1452,"00777","STANDARD","URB LIRIOS CALA","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Urb Lirios Cala, PR","NA-US-PR-URB LIRIOS CALA","false",,,,
1453,"00777","STANDARD","URB LIRIOS CALA II","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Urb Lirios Cala Ii, PR","NA-US-PR-URB LIRIOS CALA II","false",,,,
1454,"00777","STANDARD","URB LOS ALMENDROS","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Urb Los Almendros, PR","NA-US-PR-URB LOS ALMENDROS","false",,,,
1455,"00777","STANDARD","URB MADRID","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Urb Madrid, PR","NA-US-PR-URB MADRID","false",,,,
1456,"00777","STANDARD","URB VALENCIA 1","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Urb Valencia 1, PR","NA-US-PR-URB VALENCIA 1","false",,,,
1457,"00777","STANDARD","URB VALENCIA 2","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Urb Valencia 2, PR","NA-US-PR-URB VALENCIA 2","false",,,,
1458,"00777","STANDARD","URB VIRGINIA VLY","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Urb Virginia Vly, PR","NA-US-PR-URB VIRGINIA VLY","false",,,,
1459,"00777","STANDARD","VILLA ANA","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Villa Ana, PR","NA-US-PR-VILLA ANA","false",,,,
1460,"00777","STANDARD","VILLA GRACIELA","PR","NOT ACCEPTABLE",18.22,-65.91,0.38,-0.86,0.31,"NA","US","Villa Graciela, PR","NA-US-PR-VILLA GRACIELA","false",,,,
1461,"00667","STANDARD","LAJAS","PR","PRIMARY",18.04,-67.06,0.37,-0.87,0.30,"NA","US","Lajas, PR","NA-US-PR-LAJAS","false",,,,
1462,"00667","STANDARD","BDA NICOLIN PEREZ","PR","NOT ACCEPTABLE",18.04,-67.06,0.37,-0.87,0.30,"NA","US","Bda Nicolin Perez, PR","NA-US-PR-BDA NICOLIN PEREZ","false",,,,
1463,"00667","STANDARD","BDA TOMEI","PR","NOT ACCEPTABLE",18.04,-67.06,0.37,-0.87,0.30,"NA","US","Bda Tomei, PR","NA-US-PR-BDA TOMEI","false",,,,
1464,"00667","STANDARD","EST DE LAJAS","PR","NOT ACCEPTABLE",18.04,-67.06,0.37,-0.87,0.30,"NA","US","Est De Lajas, PR","NA-US-PR-EST DE LAJAS","false",,,,
1465,"00667","STANDARD","EST DEL PARRA","PR","NOT ACCEPTABLE",18.04,-67.06,0.37,-0.87,0.30,"NA","US","Est Del Parra, PR","NA-US-PR-EST DEL PARRA","false",,,,
1466,"00667","STANDARD","EXT EL VALLE 2","PR","NOT ACCEPTABLE",18.04,-67.06,0.37,-0.87,0.30,"NA","US","Ext El Valle 2, PR","NA-US-PR-EXT EL VALLE 2","false",,,,
1467,"00667","STANDARD","JARD DE LAJAS","PR","NOT ACCEPTABLE",18.04,-67.06,0.37,-0.87,0.30,"NA","US","Jard De Lajas, PR","NA-US-PR-JARD DE LAJAS","false",,,,
1468,"00667","STANDARD","PARQ REAL","PR","NOT ACCEPTABLE",18.04,-67.06,0.37,-0.87,0.30,"NA","US","Parq Real, PR","NA-US-PR-PARQ REAL","false",,,,
1469,"00667","STANDARD","URB EL VALLE","PR","NOT ACCEPTABLE",18.04,-67.06,0.37,-0.87,0.30,"NA","US","Urb El Valle, PR","NA-US-PR-URB EL VALLE","false",,,,
1470,"00667","STANDARD","URB LINDA VISTA","PR","NOT ACCEPTABLE",18.04,-67.06,0.37,-0.87,0.30,"NA","US","Urb Linda Vista, PR","NA-US-PR-URB LINDA VISTA","false",,,,
1471,"00786","PO BOX","LA PLATA","PR","PRIMARY",18.16,-66.23,0.38,-0.86,0.31,"NA","US","La Plata, PR","NA-US-PR-LA PLATA","false",,,,
1472,"00669","STANDARD","LARES","PR","PRIMARY",18.29,-66.88,0.37,-0.87,0.31,"NA","US","Lares, PR","NA-US-PR-LARES","false",,,,
1473,"00669","STANDARD","HACIENDAS DE BORINQUEN II","PR","NOT ACCEPTABLE",18.29,-66.88,0.37,-0.87,0.31,"NA","US","Haciendas De Borinquen Ii, PR","NA-US-PR-HACIENDAS DE BORINQUEN II","false",,,,
1474,"00669","STANDARD","URB BUENA VISTA","PR","NOT ACCEPTABLE",18.29,-66.88,0.37,-0.87,0.31,"NA","US","Urb Buena Vista, PR","NA-US-PR-URB BUENA VISTA","false",,,,
1475,"00670","STANDARD","LAS MARIAS","PR","PRIMARY",18.27,-67.06,0.37,-0.87,0.31,"NA","US","Las Marias, PR","NA-US-PR-LAS MARIAS","false",,,,
1476,"00670","STANDARD","JARD DE LAS MARIAS","PR","NOT ACCEPTABLE",18.27,-67.06,0.37,-0.87,0.31,"NA","US","Jard De Las Marias, PR","NA-US-PR-JARD DE LAS MARIAS","false",,,,
1477,"00670","STANDARD","URB EL BOSQUE","PR","NOT ACCEPTABLE",18.27,-67.06,0.37,-0.87,0.31,"NA","US","Urb El Bosque, PR","NA-US-PR-URB EL BOSQUE","false",,,,
1478,"00670","STANDARD","URB EL COQUI","PR","NOT ACCEPTABLE",18.27,-67.06,0.37,-0.87,0.31,"NA","US","Urb El Coqui, PR","NA-US-PR-URB EL COQUI","false",,,,
1479,"00670","STANDARD","URB LAVERGNE","PR","NOT ACCEPTABLE",18.27,-67.06,0.37,-0.87,0.31,"NA","US","Urb Lavergne, PR","NA-US-PR-URB LAVERGNE","false",,,,
1480,"00771","STANDARD","LAS PIEDRAS","PR","PRIMARY",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Las Piedras, PR","NA-US-PR-LAS PIEDRAS","false",,,,
1481,"00771","STANDARD","COLINAS DE SAN AGUSTIN","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Colinas De San Agustin, PR","NA-US-PR-COLINAS DE SAN AGUSTIN","false",,,,
1482,"00771","STANDARD","EST DEL ROCIO","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Est Del Rocio, PR","NA-US-PR-EST DEL ROCIO","false",,,,
1483,"00771","STANDARD","EXT LA INMACULADA","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Ext La Inmaculada, PR","NA-US-PR-EXT LA INMACULADA","false",,,,
1484,"00771","STANDARD","EXT LAS MERCEDES","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Ext Las Mercedes, PR","NA-US-PR-EXT LAS MERCEDES","false",,,,
1485,"00771","STANDARD","JARD DE ORIENTE","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Jard De Oriente, PR","NA-US-PR-JARD DE ORIENTE","false",,,,
1486,"00771","STANDARD","MANS DE LAS PIEDRAS","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Mans De Las Piedras, PR","NA-US-PR-MANS DE LAS PIEDRAS","false",,,,
1487,"00771","STANDARD","MANS DE LOS ARTESANOS","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Mans De Los Artesanos, PR","NA-US-PR-MANS DE LOS ARTESANOS","false",,,,
1488,"00771","STANDARD","PASEO DE LOS ARTESANOS","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Paseo De Los Artesanos, PR","NA-US-PR-PASEO DE LOS ARTESANOS","false",,,,
1489,"00771","STANDARD","PORTALES DE LAS PIEDRAS","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Portales De Las Piedras, PR","NA-US-PR-PORTALES DE LAS PIEDRAS","false",,,,
1490,"00771","STANDARD","REPTO ARENALES","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Repto Arenales, PR","NA-US-PR-REPTO ARENALES","false",,,,
1491,"00771","STANDARD","URB APRIL GDNS","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb April Gdns, PR","NA-US-PR-URB APRIL GDNS","false",,,,
1492,"00771","STANDARD","URB CAMINO SERENO","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb Camino Sereno, PR","NA-US-PR-URB CAMINO SERENO","false",,,,
1493,"00771","STANDARD","URB CAMPO REAL","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb Campo Real, PR","NA-US-PR-URB CAMPO REAL","false",,,,
1494,"00771","STANDARD","URB LA ESTANCIA","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb La Estancia, PR","NA-US-PR-URB LA ESTANCIA","false",,,,
1495,"00771","STANDARD","URB LA INMACULADA","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb La Inmaculada, PR","NA-US-PR-URB LA INMACULADA","false",,,,
1496,"00771","STANDARD","URB LAS CAMPINAS I","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb Las Campinas I, PR","NA-US-PR-URB LAS CAMPINAS I","false",,,,
1497,"00771","STANDARD","URB LAS CAMPINAS II","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb Las Campinas Ii, PR","NA-US-PR-URB LAS CAMPINAS II","false",,,,
1498,"00771","STANDARD","URB LAS CAMPINAS III","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb Las Campinas Iii, PR","NA-US-PR-URB LAS CAMPINAS III","false",,,,
1499,"00771","STANDARD","URB OLIMPIC CTS","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb Olimpic Cts, PR","NA-US-PR-URB OLIMPIC CTS","false",,,,
1500,"00771","STANDARD","URB OLIMPIC PK","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb Olimpic Pk, PR","NA-US-PR-URB OLIMPIC PK","false",,,,
1501,"00771","STANDARD","URB OLIVIA PK","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb Olivia Pk, PR","NA-US-PR-URB OLIVIA PK","false",,,,
1502,"00771","STANDARD","URB OLYMPIC VILLE","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb Olympic Ville, PR","NA-US-PR-URB OLYMPIC VILLE","false",,,,
1503,"00771","STANDARD","URB ORIENTE","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb Oriente, PR","NA-US-PR-URB ORIENTE","false",,,,
1504,"00771","STANDARD","URB PALMA ROYALE","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb Palma Royale, PR","NA-US-PR-URB PALMA ROYALE","false",,,,
1505,"00771","STANDARD","URB PARK HURST","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Urb Park Hurst, PR","NA-US-PR-URB PARK HURST","false",,,,
1506,"00771","STANDARD","VALLE PIEDRAS","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Valle Piedras, PR","NA-US-PR-VALLE PIEDRAS","false",,,,
1507,"00771","STANDARD","VILLA LAS MERCEDES","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Villa Las Mercedes, PR","NA-US-PR-VILLA LAS MERCEDES","false",,,,
1508,"00771","STANDARD","VILLAS DE SAN CRISTOBAL","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Villas De San Cristobal, PR","NA-US-PR-VILLAS DE SAN CRISTOBAL","false",,,,
1509,"00771","STANDARD","VILLAS DE SAN CRISTOBAL II","PR","NOT ACCEPTABLE",18.18,-65.86,0.38,-0.86,0.31,"NA","US","Villas De San Cristobal Ii, PR","NA-US-PR-VILLAS DE SAN CRISTOBAL II","false",,,,
1510,"00772","STANDARD","LOIZA","PR","PRIMARY",18.43,-65.88,0.38,-0.86,0.31,"NA","US","Loiza, PR","NA-US-PR-LOIZA","false",,,,
1511,"00772","STANDARD","JARD DE LOIZA","PR","NOT ACCEPTABLE",18.43,-65.88,0.38,-0.86,0.31,"NA","US","Jard De Loiza, PR","NA-US-PR-JARD DE LOIZA","false",,,,
1512,"00772","STANDARD","SECT VILLA CANONA","PR","NOT ACCEPTABLE",18.43,-65.88,0.38,-0.86,0.31,"NA","US","Sect Villa Canona, PR","NA-US-PR-SECT VILLA CANONA","false",,,,
1513,"00772","STANDARD","URB SANTIAGO","PR","NOT ACCEPTABLE",18.43,-65.88,0.38,-0.86,0.31,"NA","US","Urb Santiago, PR","NA-US-PR-URB SANTIAGO","false",,,,
1514,"00772","STANDARD","VISTAS DEL OCEANO","PR","NOT ACCEPTABLE",18.43,-65.88,0.38,-0.86,0.31,"NA","US","Vistas Del Oceano, PR","NA-US-PR-VISTAS DEL OCEANO","false",,,,
1515,"00773","STANDARD","LUQUILLO","PR","PRIMARY",18.37,-65.71,0.39,-0.86,0.31,"NA","US","Luquillo, PR","NA-US-PR-LUQUILLO","false",,,,
1516,"00773","STANDARD","BRISAS DE LUQUILLO","PR","NOT ACCEPTABLE",18.37,-65.71,0.39,-0.86,0.31,"NA","US","Brisas De Luquillo, PR","NA-US-PR-BRISAS DE LUQUILLO","false",,,,
1517,"00773","STANDARD","BRISAS DEL MAR","PR","NOT ACCEPTABLE",18.37,-65.71,0.39,-0.86,0.31,"NA","US","Brisas Del Mar, PR","NA-US-PR-BRISAS DEL MAR","false",,,,
1518,"00773","STANDARD","EST DEL ATLANTICO","PR","NOT ACCEPTABLE",18.37,-65.71,0.39,-0.86,0.31,"NA","US","Est Del Atlantico, PR","NA-US-PR-EST DEL ATLANTICO","false",,,,
1519,"00773","STANDARD","HACIENDA MARGARITA","PR","NOT ACCEPTABLE",18.37,-65.71,0.39,-0.86,0.31,"NA","US","Hacienda Margarita, PR","NA-US-PR-HACIENDA MARGARITA","false",,,,
1520,"00773","STANDARD","HACIENDA PALOMA","PR","NOT ACCEPTABLE",18.37,-65.71,0.39,-0.86,0.31,"NA","US","Hacienda Paloma, PR","NA-US-PR-HACIENDA PALOMA","false",,,,
1521,"00773","STANDARD","HACIENDA PALOMA II","PR","NOT ACCEPTABLE",18.37,-65.71,0.39,-0.86,0.31,"NA","US","Hacienda Paloma Ii, PR","NA-US-PR-HACIENDA PALOMA II","false",,,,
