"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
2550,"00959","STANDARD","URB CASA LINDA CT","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb Casa Linda Ct, PR","NA-US-PR-URB CASA LINDA CT","false",,,,
2551,"00959","STANDARD","URB FLAMBOYAN GDNS","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb Flamboyan Gdns, PR","NA-US-PR-URB FLAMBOYAN GDNS","false",,,,
2552,"00959","STANDARD","URB FOREST HLS","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb Forest Hls, PR","NA-US-PR-URB FOREST HLS","false",,,,
2553,"00959","STANDARD","URB HNAS DAVILA","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb Hnas Davila, PR","NA-US-PR-URB HNAS DAVILA","false",,,,
2554,"00959","STANDARD","URB LA MILAGROSA","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb La Milagrosa, PR","NA-US-PR-URB LA MILAGROSA","false",,,,
2555,"00959","STANDARD","URB LAS AMERICAS","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb Las Americas, PR","NA-US-PR-URB LAS AMERICAS","false",,,,
2556,"00959","STANDARD","URB RIBERAS DEL RIO","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb Riberas Del Rio, PR","NA-US-PR-URB RIBERAS DEL RIO","false",,,,
2557,"00959","STANDARD","URB SAN RAFAEL EST","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb San Rafael Est, PR","NA-US-PR-URB SAN RAFAEL EST","false",,,,
2558,"00959","STANDARD","URB SAN RAFAEL EST II","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb San Rafael Est Ii, PR","NA-US-PR-URB SAN RAFAEL EST II","false",,,,
2559,"00959","STANDARD","URB SANTA ROSA","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb Santa Rosa, PR","NA-US-PR-URB SANTA ROSA","false",,,,
2560,"00959","STANDARD","URB TORTUGUERO","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb Tortuguero, PR","NA-US-PR-URB TORTUGUERO","false",,,,
2561,"00959","STANDARD","URB VERSALLES","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb Versalles, PR","NA-US-PR-URB VERSALLES","false",,,,
2562,"00959","STANDARD","URB VICTORIA HTS","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Urb Victoria Hts, PR","NA-US-PR-URB VICTORIA HTS","false",,,,
2563,"00959","STANDARD","VILLA BETANIA","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Villa Betania, PR","NA-US-PR-VILLA BETANIA","false",,,,
2564,"00959","STANDARD","VILLA DE SAN AGUSTIN","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Villa De San Agustin, PR","NA-US-PR-VILLA DE SAN AGUSTIN","false",,,,
2565,"00959","STANDARD","VILLA DEL RIO BAYAMON","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Villa Del Rio Bayamon, PR","NA-US-PR-VILLA DEL RIO BAYAMON","false",,,,
2566,"00959","STANDARD","VILLA RICA","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Villa Rica, PR","NA-US-PR-VILLA RICA","false",,,,
2567,"00959","STANDARD","VILLA VERDE","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Villa Verde, PR","NA-US-PR-VILLA VERDE","false",,,,
2568,"00959","STANDARD","VILLAS DE CAPARRA","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Villas De Caparra, PR","NA-US-PR-VILLAS DE CAPARRA","false",,,,
2569,"00959","STANDARD","VILLAS DE SAN MIGUEL","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Villas De San Miguel, PR","NA-US-PR-VILLAS DE SAN MIGUEL","false",,,,
2570,"00959","STANDARD","VISTA ALEGRE","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Vista Alegre, PR","NA-US-PR-VISTA ALEGRE","false",,,,
2571,"00960","PO BOX","BAYAMON","PR","PRIMARY",18.28,-66.13,0.38,-0.86,0.31,"NA","US","Bayamon, PR","NA-US-PR-BAYAMON","false",,,,
2572,"00960","PO BOX","SAN JUAN","PR","NOT ACCEPTABLE",18.28,-66.13,0.38,-0.86,0.31,"NA","US","San Juan, PR","NA-US-PR-SAN JUAN","false",,,,
2573,"00961","STANDARD","BAYAMON","PR","PRIMARY",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Bayamon, PR","NA-US-PR-BAYAMON","false",,,,
2574,"00961","STANDARD","BDA LA CAMBIJA","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Bda La Cambija, PR","NA-US-PR-BDA LA CAMBIJA","false",,,,
2575,"00961","STANDARD","BO HATO TEJAS","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Bo Hato Tejas, PR","NA-US-PR-BO HATO TEJAS","false",,,,
2576,"00961","STANDARD","BO VOLCAN","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Bo Volcan, PR","NA-US-PR-BO VOLCAN","false",,,,
2577,"00961","STANDARD","BO VOLCAN ARENAS","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Bo Volcan Arenas, PR","NA-US-PR-BO VOLCAN ARENAS","false",,,,
2578,"00961","STANDARD","IND CORUJO","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Ind Corujo, PR","NA-US-PR-IND CORUJO","false",,,,
2579,"00961","STANDARD","IND LUCHETTI","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Ind Luchetti, PR","NA-US-PR-IND LUCHETTI","false",,,,
2580,"00961","STANDARD","QTA DEL RIO","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Qta Del Rio, PR","NA-US-PR-QTA DEL RIO","false",,,,
2581,"00961","STANDARD","QTAS DE BOULEVAR","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Qtas De Boulevar, PR","NA-US-PR-QTAS DE BOULEVAR","false",,,,
2582,"00961","STANDARD","REPTO TERESITA","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Repto Teresita, PR","NA-US-PR-REPTO TERESITA","false",,,,
2583,"00961","STANDARD","SECT PUNTA BRAVA","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Sect Punta Brava, PR","NA-US-PR-SECT PUNTA BRAVA","false",,,,
2584,"00961","STANDARD","URB CAMPO VERDE","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Campo Verde, PR","NA-US-PR-URB CAMPO VERDE","false",,,,
2585,"00961","STANDARD","URB EL COQUI","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb El Coqui, PR","NA-US-PR-URB EL COQUI","false",,,,
2586,"00961","STANDARD","URB ENRAMADA","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Enramada, PR","NA-US-PR-URB ENRAMADA","false",,,,
2587,"00961","STANDARD","URB ESTANCIAS","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Estancias, PR","NA-US-PR-URB ESTANCIAS","false",,,,
2588,"00961","STANDARD","URB FRONTERAS","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Fronteras, PR","NA-US-PR-URB FRONTERAS","false",,,,
2589,"00961","STANDARD","URB LOS ALMENDROS","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Los Almendros, PR","NA-US-PR-URB LOS ALMENDROS","false",,,,
2590,"00961","STANDARD","URB MIRABELLA VLG","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Mirabella Vlg, PR","NA-US-PR-URB MIRABELLA VLG","false",,,,
2591,"00961","STANDARD","URB MONTE CLARO","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Monte Claro, PR","NA-US-PR-URB MONTE CLARO","false",,,,
2592,"00961","STANDARD","URB RIO HONDO 1","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Rio Hondo 1, PR","NA-US-PR-URB RIO HONDO 1","false",,,,
2593,"00961","STANDARD","URB RIO HONDO 2","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Rio Hondo 2, PR","NA-US-PR-URB RIO HONDO 2","false",,,,
2594,"00961","STANDARD","URB RIO HONDO 3","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Rio Hondo 3, PR","NA-US-PR-URB RIO HONDO 3","false",,,,
2595,"00961","STANDARD","URB RIO HONDO 4","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Rio Hondo 4, PR","NA-US-PR-URB RIO HONDO 4","false",,,,
2596,"00961","STANDARD","URB RIO PLANTATION","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Rio Plantation, PR","NA-US-PR-URB RIO PLANTATION","false",,,,
2597,"00961","STANDARD","URB RIVER VW","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb River Vw, PR","NA-US-PR-URB RIVER VW","false",,,,
2598,"00961","STANDARD","URB RIVERSIDE PARK","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Riverside Park, PR","NA-US-PR-URB RIVERSIDE PARK","false",,,,
2599,"00961","STANDARD","URB SANTA CRUZ","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Santa Cruz, PR","NA-US-PR-URB SANTA CRUZ","false",,,,
2600,"00961","STANDARD","URB SIERRA BAYAMON","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Sierra Bayamon, PR","NA-US-PR-URB SIERRA BAYAMON","false",,,,
2601,"00961","STANDARD","URB VEREDAS","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Urb Veredas, PR","NA-US-PR-URB VEREDAS","false",,,,
2602,"00961","STANDARD","VALLE VERDE 1","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Valle Verde 1, PR","NA-US-PR-VALLE VERDE 1","false",,,,
2603,"00961","STANDARD","VALLE VERDE 2","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Valle Verde 2, PR","NA-US-PR-VALLE VERDE 2","false",,,,
2604,"00961","STANDARD","VALLE VERDE 3","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Valle Verde 3, PR","NA-US-PR-VALLE VERDE 3","false",,,,
2605,"00961","STANDARD","VILLA ESPANA","PR","NOT ACCEPTABLE",18.41,-66.15,0.38,-0.86,0.31,"NA","US","Villa Espana, PR","NA-US-PR-VILLA ESPANA","false",,,,
2606,"00962","STANDARD","CATANO","PR","PRIMARY",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Catano, PR","NA-US-PR-CATANO","false",,,,
2607,"00962","STANDARD","BDA VIETNAM","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Bda Vietnam, PR","NA-US-PR-BDA VIETNAM","false",,,,
2608,"00962","STANDARD","BO JUANA MATOS","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Bo Juana Matos, PR","NA-US-PR-BO JUANA MATOS","false",,,,
2609,"00962","STANDARD","BO PALMAS","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Bo Palmas, PR","NA-US-PR-BO PALMAS","false",,,,
2610,"00962","STANDARD","GUAYNABO","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Guaynabo, PR","NA-US-PR-GUAYNABO","false",,,,
2611,"00962","STANDARD","JARD DE CATANO I","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Jard De Catano I, PR","NA-US-PR-JARD DE CATANO I","false",,,,
2612,"00962","STANDARD","JARD DE CATANO II","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Jard De Catano Ii, PR","NA-US-PR-JARD DE CATANO II","false",,,,
2613,"00962","STANDARD","PARC WILLIAM FUERTES","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Parc William Fuertes, PR","NA-US-PR-PARC WILLIAM FUERTES","false",,,,
2614,"00962","STANDARD","REPTO PARAISO","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Repto Paraiso, PR","NA-US-PR-REPTO PARAISO","false",,,,
2615,"00962","STANDARD","SAN JUAN","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","San Juan, PR","NA-US-PR-SAN JUAN","false",,,,
2616,"00962","STANDARD","SECT LA PUNTILLA","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Sect La Puntilla, PR","NA-US-PR-SECT LA PUNTILLA","false",,,,
2617,"00962","STANDARD","URB BAHIA","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Urb Bahia, PR","NA-US-PR-URB BAHIA","false",,,,
2618,"00962","STANDARD","URB BAJO COSTO","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Urb Bajo Costo, PR","NA-US-PR-URB BAJO COSTO","false",,,,
2619,"00962","STANDARD","URB BAY VIEW","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Urb Bay View, PR","NA-US-PR-URB BAY VIEW","false",,,,
2620,"00962","STANDARD","URB CATANO PUEBLO","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Urb Catano Pueblo, PR","NA-US-PR-URB CATANO PUEBLO","false",,,,
2621,"00962","STANDARD","URB EL COQUI 2","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Urb El Coqui 2, PR","NA-US-PR-URB EL COQUI 2","false",,,,
2622,"00962","STANDARD","URB LAS VEGAS","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Urb Las Vegas, PR","NA-US-PR-URB LAS VEGAS","false",,,,
2623,"00962","STANDARD","URB MARINA BAHIA","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Urb Marina Bahia, PR","NA-US-PR-URB MARINA BAHIA","false",,,,
2624,"00962","STANDARD","URB PROYECTO 141","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Urb Proyecto 141, PR","NA-US-PR-URB PROYECTO 141","false",,,,
2625,"00962","STANDARD","VILLA AURORA","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Villa Aurora, PR","NA-US-PR-VILLA AURORA","false",,,,
2626,"00962","STANDARD","VISTA DEL MORRO","PR","NOT ACCEPTABLE",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Vista Del Morro, PR","NA-US-PR-VISTA DEL MORRO","false",,,,
2627,"00963","PO BOX","CATANO","PR","PRIMARY",18.43,-66.11,0.38,-0.86,0.31,"NA","US","Catano, PR","NA-US-PR-CATANO","false",,,,
2628,"00975","UNIQUE","SAN JUAN","PR","PRIMARY",18.40,-66.06,0.38,-0.86,0.31,"NA","US","San Juan, PR","NA-US-PR-SAN JUAN","false",,,,
2629,"00975","UNIQUE","BUREAU OF CENSUS","PR","NOT ACCEPTABLE",18.40,-66.06,0.38,-0.86,0.31,"NA","US","Bureau Of Census, PR","NA-US-PR-BUREAU OF CENSUS","false",,,,
2630,"00976","STANDARD","TRUJILLO ALTO","PR","PRIMARY",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Trujillo Alto, PR","NA-US-PR-TRUJILLO ALTO","false",,,,
2631,"00976","STANDARD","ALT DE FAIRVIEW","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Alt De Fairview, PR","NA-US-PR-ALT DE FAIRVIEW","false",,,,
2632,"00976","STANDARD","ALT INTERAMERICANA","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Alt Interamericana, PR","NA-US-PR-ALT INTERAMERICANA","false",,,,
2633,"00976","STANDARD","BDA GONZALEZ","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Bda Gonzalez, PR","NA-US-PR-BDA GONZALEZ","false",,,,
2634,"00976","STANDARD","BOSQUE DEL LAGO","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Bosque Del Lago, PR","NA-US-PR-BOSQUE DEL LAGO","false",,,,
2635,"00976","STANDARD","CIUDAD UNIVERSITARIA","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Ciudad Universitaria, PR","NA-US-PR-CIUDAD UNIVERSITARIA","false",,,,
2636,"00976","STANDARD","COLINAS DE FAIRVIEW","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Colinas De Fairview, PR","NA-US-PR-COLINAS DE FAIRVIEW","false",,,,
2637,"00976","STANDARD","JARD DE TRUJILLO","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Jard De Trujillo, PR","NA-US-PR-JARD DE TRUJILLO","false",,,,
2638,"00976","STANDARD","LOMAS DE TRUJILLO","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Lomas De Trujillo, PR","NA-US-PR-LOMAS DE TRUJILLO","false",,,,
2639,"00976","STANDARD","MANS SAN RAFAEL","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Mans San Rafael, PR","NA-US-PR-MANS SAN RAFAEL","false",,,,
2640,"00976","STANDARD","PARC SAINT JUST","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Parc Saint Just, PR","NA-US-PR-PARC SAINT JUST","false",,,,
2641,"00976","STANDARD","PARQ DEL MONTE","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Parq Del Monte, PR","NA-US-PR-PARQ DEL MONTE","false",,,,
2642,"00976","STANDARD","PARQ DEL RIO","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Parq Del Rio, PR","NA-US-PR-PARQ DEL RIO","false",,,,
2643,"00976","STANDARD","PARQ MONTEBELLO","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Parq Montebello, PR","NA-US-PR-PARQ MONTEBELLO","false",,,,
2644,"00976","STANDARD","REPTO SAN RAFAEL","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Repto San Rafael, PR","NA-US-PR-REPTO SAN RAFAEL","false",,,,
2645,"00976","STANDARD","SAINT JUST","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Saint Just, PR","NA-US-PR-SAINT JUST","false",,,,
2646,"00976","STANDARD","TERR DE CUPEY","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Terr De Cupey, PR","NA-US-PR-TERR DE CUPEY","false",,,,
2647,"00976","STANDARD","URB ALTAVILLA","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Altavilla, PR","NA-US-PR-URB ALTAVILLA","false",,,,
2648,"00976","STANDARD","URB ANTILLANA","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Antillana, PR","NA-US-PR-URB ANTILLANA","false",,,,
2649,"00976","STANDARD","URB CORRIENTES","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Corrientes, PR","NA-US-PR-URB CORRIENTES","false",,,,
2650,"00976","STANDARD","URB EL CONQUISTADOR","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb El Conquistador, PR","NA-US-PR-URB EL CONQUISTADOR","false",,,,
2651,"00976","STANDARD","URB ENTRERIOS","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Entrerios, PR","NA-US-PR-URB ENTRERIOS","false",,,,
2652,"00976","STANDARD","URB GOLDEN HLS","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Golden Hls, PR","NA-US-PR-URB GOLDEN HLS","false",,,,
2653,"00976","STANDARD","URB INTERAMERICANA GDN","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Interamericana Gdn, PR","NA-US-PR-URB INTERAMERICANA GDN","false",,,,
2654,"00976","STANDARD","URB LA CIMA","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb La Cima, PR","NA-US-PR-URB LA CIMA","false",,,,
2655,"00976","STANDARD","URB LAGO ALTO","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Lago Alto, PR","NA-US-PR-URB LAGO ALTO","false",,,,
2656,"00976","STANDARD","URB LANTIGUA","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Lantigua, PR","NA-US-PR-URB LANTIGUA","false",,,,
2657,"00976","STANDARD","URB LOURDES","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Lourdes, PR","NA-US-PR-URB LOURDES","false",,,,
2658,"00976","STANDARD","URB MONTE TRUJILLO","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Monte Trujillo, PR","NA-US-PR-URB MONTE TRUJILLO","false",,,,
2659,"00976","STANDARD","URB MONTEBELLO EST","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Montebello Est, PR","NA-US-PR-URB MONTEBELLO EST","false",,,,
2660,"00976","STANDARD","URB PACIFICA","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Pacifica, PR","NA-US-PR-URB PACIFICA","false",,,,
2661,"00976","STANDARD","URB PRIMAVERA","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Primavera, PR","NA-US-PR-URB PRIMAVERA","false",,,,
2662,"00976","STANDARD","URB RIACHUELO","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Riachuelo, PR","NA-US-PR-URB RIACHUELO","false",,,,
2663,"00976","STANDARD","URB RINCON ESPANOL","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Rincon Espanol, PR","NA-US-PR-URB RINCON ESPANOL","false",,,,
2664,"00976","STANDARD","URB RIO CRISTAL","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Rio Cristal, PR","NA-US-PR-URB RIO CRISTAL","false",,,,
2665,"00976","STANDARD","URB RIVERWALK","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Riverwalk, PR","NA-US-PR-URB RIVERWALK","false",,,,
2666,"00976","STANDARD","URB ROUND HLS","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Round Hls, PR","NA-US-PR-URB ROUND HLS","false",,,,
2667,"00976","STANDARD","URB SAN RAFAEL VLG","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb San Rafael Vlg, PR","NA-US-PR-URB SAN RAFAEL VLG","false",,,,
2668,"00976","STANDARD","URB SUNVILLE","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Sunville, PR","NA-US-PR-URB SUNVILLE","false",,,,
2669,"00976","STANDARD","URB WONDERVILLE","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Urb Wonderville, PR","NA-US-PR-URB WONDERVILLE","false",,,,
2670,"00976","STANDARD","VALLE SAN JUAN","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Valle San Juan, PR","NA-US-PR-VALLE SAN JUAN","false",,,,
2671,"00976","STANDARD","VILLA BLANCA","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Villa Blanca, PR","NA-US-PR-VILLA BLANCA","false",,,,
2672,"00976","STANDARD","VILLA DE CANEY","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Villa De Caney, PR","NA-US-PR-VILLA DE CANEY","false",,,,
2673,"00976","STANDARD","VILLAS DEL SOL","PR","NOT ACCEPTABLE",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Villas Del Sol, PR","NA-US-PR-VILLAS DEL SOL","false",,,,
2674,"00977","PO BOX","TRUJILLO ALTO","PR","PRIMARY",18.36,-66.01,0.38,-0.86,0.31,"NA","US","Trujillo Alto, PR","NA-US-PR-TRUJILLO ALTO","false",,,,
2675,"00978","PO BOX","SAINT JUST","PR","PRIMARY",18.37,-66.01,0.38,-0.86,0.31,"NA","US","Saint Just, PR","NA-US-PR-SAINT JUST","false",,,,"no NWS data, "
2676,"00978","PO BOX","TRUJILLO ALTO","PR","NOT ACCEPTABLE",18.37,-66.01,0.38,-0.86,0.31,"NA","US","Trujillo Alto, PR","NA-US-PR-TRUJILLO ALTO","false",,,,
2677,"00754","STANDARD","SAN LORENZO","PR","PRIMARY",18.19,-65.96,0.38,-0.86,0.31,"NA","US","San Lorenzo, PR","NA-US-PR-SAN LORENZO","false",,,,
2678,"00754","STANDARD","ALT DE SAN LORENZO","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Alt De San Lorenzo, PR","NA-US-PR-ALT DE SAN LORENZO","false",,,,
2679,"00754","STANDARD","BDA ROOSEVELT","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Bda Roosevelt, PR","NA-US-PR-BDA ROOSEVELT","false",,,,
2680,"00754","STANDARD","BOSQUE LLANO","PR","NOT ACCEPTABLE",18.19,-65.96,0.38,-0.86,0.31,"NA","US","Bosque Llano, PR","NA-US-PR-BOSQUE LLANO","false",,,,
